ID,NEIGHBOURHOOD_NAME,LOCATION_TYPE,SPECIES_BOTANICAL,SPECIES_COMMON,GENUS,SPECIES,CULTIVAR,DIAMETER_BREAST_HEIGHT,CONDITION_PERCENT,PLANTED_DATE,OWNER,"Bears Edible Fruit","Type of Edible Fruit",COUNT,LATITUDE,LONGITUDE,LOCATION,"Point Location"
435117,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,34,65,1990/01/01,Parks,FALSE,,1,53.5446695656506,-113.52639193372524,"(53.5446695656506, -113.52639193372524)","POINT (-113.52639193372524 53.5446695656506)"
434252,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,53,65,1990/01/01,Parks,FALSE,,1,53.545543332503165,-113.52855875690119,"(53.545543332503165, -113.52855875690119)","POINT (-113.52855875690119 53.545543332503165)"
479408,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,60,65,1990/01/01,Parks,FALSE,,1,53.54467222136001,-113.53030093265102,"(53.54467222136001, -113.53030093265102)","POINT (-113.53030093265102 53.54467222136001)"
432835,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.54349245306134,-113.52488176340542,"(53.54349245306134, -113.52488176340542)","POINT (-113.52488176340542 53.54349245306134)"
434474,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,49,65,1990/01/01,Parks,FALSE,,1,53.5433299676903,-113.52874990618643,"(53.5433299676903, -113.52874990618643)","POINT (-113.52874990618643 53.5433299676903)"
446304,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.545959465704335,-113.5230421254136,"(53.545959465704335, -113.5230421254136)","POINT (-113.5230421254136 53.545959465704335)"
460866,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,67,65,1990/01/01,Parks,FALSE,,1,53.54455803421338,-113.52961379600765,"(53.54455803421338, -113.52961379600765)","POINT (-113.52961379600765 53.54455803421338)"
434501,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,47,65,1990/01/01,Parks,FALSE,,1,53.54430816347479,-113.52323498669787,"(53.54430816347479, -113.52323498669787)","POINT (-113.52323498669787 53.54430816347479)"
435315,WÎHKWÊNTÔWIN,Park,"Ulmus americana","Elm, American",Ulmus,americana,,54,0,1990/01/01,Parks,FALSE,,1,53.54558677128085,-113.52604703109549,"(53.54558677128085, -113.52604703109549)","POINT (-113.52604703109549 53.54558677128085)"
435119,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,58,65,1990/01/01,Parks,FALSE,,1,53.545391371169586,-113.52666906859393,"(53.545391371169586, -113.52666906859393)","POINT (-113.52666906859393 53.545391371169586)"
460864,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,65,65,1990/01/01,Parks,FALSE,,1,53.544557860087394,-113.53145321701255,"(53.544557860087394, -113.53145321701255)","POINT (-113.53145321701255 53.544557860087394)"
434281,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,49,65,1990/01/01,Parks,FALSE,,1,53.54131234794681,-113.5250718835955,"(53.54131234794681, -113.5250718835955)","POINT (-113.5250718835955 53.54131234794681)"
432586,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,62,65,1990/01/01,Parks,FALSE,,1,53.54387919686002,-113.52507267660772,"(53.54387919686002, -113.52507267660772)","POINT (-113.52507267660772 53.54387919686002)"
434706,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,69,65,1990/06/01,Parks,FALSE,,1,53.543709208832254,-113.52304634411531,"(53.543709208832254, -113.52304634411531)","POINT (-113.52304634411531 53.543709208832254)"
432846,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,58,65,1990/01/01,Parks,FALSE,,1,53.54296816188497,-113.52426796888828,"(53.54296816188497, -113.52426796888828)","POINT (-113.52426796888828 53.54296816188497)"
432820,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,62,65,1990/01/01,Parks,FALSE,,1,53.54437719031114,-113.5322615099661,"(53.54437719031114, -113.5322615099661)","POINT (-113.5322615099661 53.54437719031114)"
434283,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,63,65,1990/06/01,Parks,FALSE,,1,53.54168361385879,-113.52507397826385,"(53.54168361385879, -113.52507397826385)","POINT (-113.52507397826385 53.54168361385879)"
432557,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,60,65,1990/01/01,Parks,FALSE,,1,53.545835242298935,-113.53243267063796,"(53.545835242298935, -113.53243267063796)","POINT (-113.53243267063796 53.545835242298935)"
456497,WÎHKWÊNTÔWIN,Park,"Ulmus americana","Elm, American",Ulmus,americana,,83,65,1990/01/01,Parks,FALSE,,1,53.544923562101204,-113.52604216798382,"(53.544923562101204, -113.52604216798382)","POINT (-113.52604216798382 53.544923562101204)"
432819,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,68,65,1990/01/01,Parks,FALSE,,1,53.544431788191744,-113.5322637745829,"(53.544431788191744, -113.5322637745829)","POINT (-113.5322637745829 53.544431788191744)"
257530,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,53,65,1990/01/01,Parks,FALSE,,1,53.54181964073624,-113.52120144044343,"(53.54181964073624, -113.52120144044343)","POINT (-113.52120144044343 53.54181964073624)"
434710,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,42,65,1990/01/01,Parks,FALSE,,1,53.544377731011835,-113.5230433550084,"(53.544377731011835, -113.5230433550084)","POINT (-113.5230433550084 53.544377731011835)"
432333,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,59,65,1990/01/01,Parks,FALSE,,1,53.54475246185361,-113.53227144300799,"(53.54475246185361, -113.53227144300799)","POINT (-113.53227144300799 53.54475246185361)"
433336,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,59,65,1990/01/01,Parks,FALSE,,1,53.54136588509494,-113.5324264239289,"(53.54136588509494, -113.5324264239289)","POINT (-113.5324264239289 53.54136588509494)"
434490,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,60,65,1990/01/01,Parks,FALSE,,1,53.542367835433566,-113.52487952659217,"(53.542367835433566, -113.52487952659217)","POINT (-113.52487952659217 53.542367835433566)"
433345,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,74,65,1990/01/01,Parks,FALSE,,1,53.54206156898704,-113.53225992059345,"(53.54206156898704, -113.53225992059345)","POINT (-113.53225992059345 53.54206156898704)"
435316,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,53,65,1990/01/01,Parks,FALSE,,1,53.54605886600304,-113.52691157539148,"(53.54605886600304, -113.52691157539148)","POINT (-113.52691157539148 53.54605886600304)"
434507,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,18,65,1990/01/01,Parks,FALSE,,1,53.54346621797527,-113.52323058737721,"(53.54346621797527, -113.52323058737721)","POINT (-113.52323058737721 53.54346621797527)"
432818,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,58,65,1990/01/01,Parks,FALSE,,1,53.54448235607628,-113.5322665558555,"(53.54448235607628, -113.5322665558555)","POINT (-113.5322665558555 53.54448235607628)"
446302,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,76,65,1990/01/01,Parks,FALSE,,1,53.54466561497763,-113.52331663273505,"(53.54466561497763, -113.52331663273505)","POINT (-113.52331663273505 53.54466561497763)"
435553,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,59,65,1990/01/01,Parks,FALSE,,1,53.541431780075335,-113.52672049210521,"(53.541431780075335, -113.52672049210521)","POINT (-113.52672049210521 53.541431780075335)"
435110,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.54481115064471,-113.52691613430174,"(53.54481115064471, -113.52691613430174)","POINT (-113.52691613430174 53.54481115064471)"
434061,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,30,65,1990/01/01,Parks,FALSE,,1,53.54566588286035,-113.52874556072283,"(53.54566588286035, -113.52874556072283)","POINT (-113.52874556072283 53.54566588286035)"
456499,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,61,65,1990/01/01,Parks,FALSE,,1,53.54572684264629,-113.52691502884787,"(53.54572684264629, -113.52691502884787)","POINT (-113.52691502884787 53.54572684264629)"
479412,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,55,65,1990/01/01,Parks,FALSE,,1,53.54466972883463,-113.52981090412511,"(53.54466972883463, -113.52981090412511)","POINT (-113.52981090412511 53.54466972883463)"
434473,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,48,65,1990/01/01,Parks,FALSE,,1,53.54343957606504,-113.52875283610703,"(53.54343957606504, -113.52875283610703)","POINT (-113.52875283610703 53.54343957606504)"
446308,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,79,65,1990/06/01,Parks,FALSE,,1,53.545455869724755,-113.52304414331361,"(53.545455869724755, -113.52304414331361)","POINT (-113.52304414331361 53.545455869724755)"
254356,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,38,65,1990/01/01,Parks,FALSE,,1,53.54445364761951,-113.53085217731825,"(53.54445364761951, -113.53085217731825)","POINT (-113.53085217731825 53.54445364761951)"
257500,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,64,65,1990/01/01,Parks,FALSE,,1,53.54455658206501,-113.52538708719408,"(53.54455658206501, -113.52538708719408)","POINT (-113.52538708719408 53.54455658206501)"
434691,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,38,65,1990/01/01,Parks,FALSE,,1,53.54455624884889,-113.52922102694724,"(53.54455624884889, -113.52922102694724)","POINT (-113.52922102694724 53.54455624884889)"
434278,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,47,65,1990/06/01,Parks,FALSE,,1,53.5422770425237,-113.52488356048543,"(53.5422770425237, -113.52488356048543)","POINT (-113.52488356048543 53.5422770425237)"
257537,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.541995925276595,-113.52120341587091,"(53.541995925276595, -113.52120341587091)","POINT (-113.52120341587091 53.541995925276595)"
257235,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,68,65,1990/01/01,Parks,FALSE,,1,53.54385167704501,-113.52691999680414,"(53.54385167704501, -113.52691999680414)","POINT (-113.52691999680414 53.54385167704501)"
432349,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.54519693386781,-113.52487667824794,"(53.54519693386781, -113.52487667824794)","POINT (-113.52487667824794 53.54519693386781)"
257233,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,64,65,1990/01/01,Parks,FALSE,,1,53.54366186631928,-113.52691331311789,"(53.54366186631928, -113.52691331311789)","POINT (-113.52691331311789 53.54366186631928)"
432584,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,57,65,1990/01/01,Parks,FALSE,,1,53.54413848202129,-113.52507324423415,"(53.54413848202129, -113.52507324423415)","POINT (-113.52507324423415 53.54413848202129)"
434071,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,71,65,1990/01/01,Parks,FALSE,,1,53.544670847851535,-113.52810688298453,"(53.544670847851535, -113.52810688298453)","POINT (-113.52810688298453 53.544670847851535)"
254337,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,26,65,1990/01/01,Parks,FALSE,,1,53.543591116118655,-113.53081648476197,"(53.543591116118655, -113.53081648476197)","POINT (-113.53081648476197 53.543591116118655)"
250513,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,34,65,1990/01/01,Parks,FALSE,,1,53.544775684152576,-113.53081942432559,"(53.544775684152576, -113.53081942432559)","POINT (-113.53081942432559 53.544775684152576)"
250530,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,45,65,1990/01/01,Parks,FALSE,,1,53.54552210488247,-113.53082193467746,"(53.54552210488247, -113.53082193467746)","POINT (-113.53082193467746 53.54552210488247)"
250523,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,43,65,1990/01/01,Parks,FALSE,,1,53.545235391806244,-113.53085936396009,"(53.545235391806244, -113.53085936396009)","POINT (-113.53085936396009 53.545235391806244)"
257372,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.54260789411714,-113.5211997206545,"(53.54260789411714, -113.5211997206545)","POINT (-113.5211997206545 53.54260789411714)"
434465,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,60,0,1990/01/01,Parks,FALSE,,1,53.544292230021895,-113.52874771829968,"(53.544292230021895, -113.52874771829968)","POINT (-113.52874771829968 53.544292230021895)"
460872,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.543511337909884,-113.52507448747437,"(53.543511337909884, -113.52507448747437)","POINT (-113.52507448747437 53.543511337909884)"
434705,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,64,65,1990/06/01,Parks,FALSE,,1,53.543586458925525,-113.52304222639259,"(53.543586458925525, -113.52304222639259)","POINT (-113.52304222639259 53.543586458925525)"
446320,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,98,65,1990/01/01,Parks,FALSE,,1,53.53928995871276,-113.52384502607956,"(53.53928995871276, -113.52384502607956)","POINT (-113.52384502607956 53.53928995871276)"
247614,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,54,0,1990/01/01,Parks,FALSE,,1,53.54584744885556,-113.5308757083635,"(53.54584744885556, -113.5308757083635)","POINT (-113.5308757083635 53.54584744885556)"
445952,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,63,65,1990/01/01,Parks,FALSE,,1,53.54589202221786,-113.5232303140271,"(53.54589202221786, -113.5232303140271)","POINT (-113.5232303140271 53.54589202221786)"
433073,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,65,65,1990/01/01,Parks,FALSE,,1,53.54317585340629,-113.53226221352274,"(53.54317585340629, -113.53226221352274)","POINT (-113.53226221352274 53.54317585340629)"
432829,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,81,65,1990/01/01,Parks,FALSE,,1,53.54359204719278,-113.53226684638207,"(53.54359204719278, -113.53226684638207)","POINT (-113.53226684638207 53.54359204719278)"
432347,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,54,65,1990/01/01,Parks,FALSE,,1,53.54507449102105,-113.5248756354971,"(53.54507449102105, -113.5248756354971)","POINT (-113.5248756354971 53.54507449102105)"
479415,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,52,65,1990/01/01,Parks,FALSE,,1,53.5445556181919,-113.53046204325123,"(53.5445556181919, -113.53046204325123)","POINT (-113.53046204325123 53.5445556181919)"
435556,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,38,65,1990/01/01,Parks,FALSE,,1,53.54175018422857,-113.52671947210604,"(53.54175018422857, -113.52671947210604)","POINT (-113.52671947210604 53.54175018422857)"
445958,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,67,65,1990/06/01,Parks,FALSE,,1,53.5446684520077,-113.52396122851093,"(53.5446684520077, -113.52396122851093)","POINT (-113.52396122851093 53.5446684520077)"
446315,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,63,65,1990/01/01,Parks,FALSE,,1,53.54466444931988,-113.5226960926376,"(53.54466444931988, -113.5226960926376)","POINT (-113.5226960926376 53.54466444931988)"
432564,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.544230071736635,-113.5324237891655,"(53.544230071736635, -113.5324237891655)","POINT (-113.5324237891655 53.544230071736635)"
435317,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,45,65,1990/01/01,Parks,FALSE,,1,53.54605352944702,-113.5266627190516,"(53.54605352944702, -113.5266627190516)","POINT (-113.5266627190516 53.54605352944702)"
434483,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,80,65,1990/01/01,Parks,FALSE,,1,53.54307868430409,-113.52800960008179,"(53.54307868430409, -113.52800960008179)","POINT (-113.52800960008179 53.54307868430409)"
432323,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,35,65,1990/01/01,Parks,FALSE,,1,53.54494289013739,-113.53243662090804,"(53.54494289013739, -113.53243662090804)","POINT (-113.53243662090804 53.54494289013739)"
456491,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,39,65,1990/01/01,Parks,FALSE,,1,53.54581265918048,-113.52691078284619,"(53.54581265918048, -113.52691078284619)","POINT (-113.52691078284619 53.54581265918048)"
456489,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,70,65,1990/01/01,Parks,FALSE,,1,53.545553258570635,-113.52691212593983,"(53.545553258570635, -113.52691212593983)","POINT (-113.52691212593983 53.545553258570635)"
250697,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,58,65,1990/01/01,Parks,FALSE,,1,53.54455282061111,-113.52982657010142,"(53.54455282061111, -113.52982657010142)","POINT (-113.52982657010142 53.54455282061111)"
434068,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,38,65,1990/01/01,Parks,FALSE,,1,53.544669913890424,-113.52947021832442,"(53.544669913890424, -113.52947021832442)","POINT (-113.52947021832442 53.544669913890424)"
432334,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,53,65,1990/01/01,Parks,FALSE,,1,53.54485352692557,-113.53227317577569,"(53.54485352692557, -113.53227317577569)","POINT (-113.53227317577569 53.54485352692557)"
445953,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,90,65,1990/01/01,Parks,FALSE,,1,53.54549602979083,-113.52322823275848,"(53.54549602979083, -113.52322823275848)","POINT (-113.52322823275848 53.54549602979083)"
254338,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,42,65,1990/01/01,Parks,FALSE,,1,53.543623565364015,-113.530855861232,"(53.543623565364015, -113.530855861232)","POINT (-113.530855861232 53.543623565364015)"
447345,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,75,65,1990/01/01,Parks,FALSE,,1,53.54011681421097,-113.52672457588528,"(53.54011681421097, -113.52672457588528)","POINT (-113.52672457588528 53.54011681421097)"
257234,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,78,65,1990/01/01,Parks,FALSE,,1,53.54375222340189,-113.5269147195001,"(53.54375222340189, -113.5269147195001)","POINT (-113.5269147195001 53.54375222340189)"
435560,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,59,65,1990/01/01,Parks,FALSE,,1,53.54229009079645,-113.52671668744523,"(53.54229009079645, -113.52671668744523)","POINT (-113.52671668744523 53.54229009079645)"
250521,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,41,65,1990/01/01,Parks,FALSE,,1,53.54514941968258,-113.53085879985795,"(53.54514941968258, -113.53085879985795)","POINT (-113.53085879985795 53.54514941968258)"
435555,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,55,65,1990/01/01,Parks,FALSE,,1,53.54164778376109,-113.52671957635158,"(53.54164778376109, -113.52671957635158)","POINT (-113.52671957635158 53.54164778376109)"
432573,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,44,65,1990/01/01,Parks,FALSE,,1,53.54455520837326,-113.5242434389489,"(53.54455520837326, -113.5242434389489)","POINT (-113.5242434389489 53.54455520837326)"
257360,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,72,65,1990/01/01,Parks,FALSE,,1,53.54368608979141,-113.52671865083647,"(53.54368608979141, -113.52671865083647)","POINT (-113.52671865083647 53.54368608979141)"
433581,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,83,65,1990/01/01,Parks,FALSE,,1,53.542473071746684,-113.53226237986215,"(53.542473071746684, -113.53226237986215)","POINT (-113.53226237986215 53.542473071746684)"
257501,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.54455573197801,-113.52523449004165,"(53.54455573197801, -113.52523449004165)","POINT (-113.52523449004165 53.54455573197801)"
250533,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,33,65,1990/01/01,Parks,FALSE,,1,53.54561343539961,-113.53081449442989,"(53.54561343539961, -113.53081449442989)","POINT (-113.53081449442989 53.54561343539961)"
257244,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,63,65,1990/01/01,Parks,FALSE,,1,53.5445597664901,-113.52742049459243,"(53.5445597664901, -113.52742049459243)","POINT (-113.52742049459243 53.5445597664901)"
432581,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,38,65,1990/01/01,Parks,FALSE,,1,53.543077692676526,-113.52417659601197,"(53.543077692676526, -113.52417659601197)","POINT (-113.52417659601197 53.543077692676526)"
434064,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,30,65,1990/01/01,Parks,FALSE,,1,53.54492760437174,-113.52874878238872,"(53.54492760437174, -113.52874878238872)","POINT (-113.52874878238872 53.54492760437174)"
432592,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,65,65,1990/01/01,Parks,FALSE,,1,53.54313750374514,-113.52487869114971,"(53.54313750374514, -113.52487869114971)","POINT (-113.52487869114971 53.54313750374514)"
432823,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,47,65,1990/01/01,Parks,FALSE,,1,53.54410479602241,-113.53226311737605,"(53.54410479602241, -113.53226311737605)","POINT (-113.53226311737605 53.54410479602241)"
257237,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,46,65,1990/01/01,Parks,FALSE,,1,53.54401619624728,-113.52691680458689,"(53.54401619624728, -113.52691680458689)","POINT (-113.52691680458689 53.54401619624728)"
433337,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,75,65,1990/01/01,Parks,FALSE,,1,53.54134945441499,-113.53226309376183,"(53.54134945441499, -113.53226309376183)","POINT (-113.53226309376183 53.54134945441499)"
434927,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,83,65,1990/06/01,Parks,FALSE,,1,53.54213414357024,-113.52304885424203,"(53.54213414357024, -113.52304885424203)","POINT (-113.52304885424203 53.54213414357024)"
446311,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,69,65,1990/06/01,Parks,FALSE,,1,53.54503631900181,-113.52304394747445,"(53.54503631900181, -113.52304394747445)","POINT (-113.52304394747445 53.54503631900181)"
456481,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,50,65,1990/01/01,Parks,FALSE,,1,53.54307708170451,-113.52367096256465,"(53.54307708170451, -113.52367096256465)","POINT (-113.52367096256465 53.54307708170451)"
247613,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,47,65,1990/06/01,Parks,FALSE,,1,53.54588330360113,-113.53082684637313,"(53.54588330360113, -113.53082684637313)","POINT (-113.53082684637313 53.54588330360113)"
432838,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,55,65,1990/01/01,Parks,FALSE,,1,53.54427993436091,-113.52488301103072,"(53.54427993436091, -113.52488301103072)","POINT (-113.52488301103072 53.54427993436091)"
254328,WÎHKWÊNTÔWIN,"Centre Median","Ulmus americana","Elm, American",Ulmus,americana,,26,65,1990/06/01,Parks,FALSE,,1,53.54322947004444,-113.53085539710125,"(53.54322947004444, -113.53085539710125)","POINT (-113.53085539710125 53.54322947004444)"
434076,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,52,65,1990/01/01,Parks,FALSE,,1,53.54513643302988,-113.52855895435398,"(53.54513643302988, -113.52855895435398)","POINT (-113.52855895435398 53.54513643302988)"
479410,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,48,65,1990/01/01,Parks,FALSE,,1,53.5446705906531,-113.5300530357329,"(53.5446705906531, -113.5300530357329)","POINT (-113.5300530357329 53.5446705906531)"
434722,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,35,65,1990/01/01,Parks,FALSE,,1,53.542044353077316,-113.5232323860123,"(53.542044353077316, -113.5232323860123)","POINT (-113.5232323860123 53.542044353077316)"
435547,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,57,65,1990/01/01,Parks,FALSE,,1,53.541710450273534,-113.5269178315712,"(53.541710450273534, -113.5269178315712)","POINT (-113.5269178315712 53.541710450273534)"
432328,WÎHKWÊNTÔWIN,Boulevard,"Ulmus americana","Elm, American",Ulmus,americana,,61,65,1990/01/01,Parks,FALSE,,1,53.54466983363503,-113.53294947734715,"(53.54466983363503, -113.53294947734715)","POINT (-113.53294947734715 53.54466983363503)"
