"Date","VOC, ppm","AQS","Air quality health index (AQHI) - Canada","Temperature, °C","Humidity, %","Pressure, mbar","PM1, ug/m3","PM2.5, ug/m3","PM2.5 (avg 3h), ug/m3","PM10, ug/m3","PM10 (avg 3h), ug/m3","Latitude","Longitude"
"2023-05-21 14:28:00","0.086","91","2","26","34.0","932.67","6.0","8.0","33.744446","9.0","36.77778","",""
"2023-05-21 14:27:00","0.082","91","2","26","34.0","932.70","6.0","8.0","34.0","9.0","37.066666","",""
"2023-05-21 14:26:00","0.078","91","2","26","34.0","932.71","6.0","8.0","34.255554","9.0","37.355556","",""
"2023-05-21 14:25:00","0.074","91","2","26","34.0","932.70","6.0","8.0","34.511112","9.0","37.644444","",""
"2023-05-21 14:24:00","0.07","91","2","26","34.0","932.71","6.0","8.0","34.766666","9.0","37.933334","",""
"2023-05-21 14:23:00","0.066","91","2","26","34.0","932.73","6.0","8.0","35.02222","9.0","38.22222","",""
"2023-05-21 14:22:00","0.062","91","2","26","34.0","932.74","6.0","8.0","35.27778","9.0","38.511112","",""
"2023-05-21 14:21:00","0.059","91","2","26","34.0","932.76","6.0","8.0","35.533333","9.0","38.8","",""
"2023-05-21 14:20:00","0.056","91","2","26","34.0","932.77","6.0","8.0","35.788887","9.0","39.08889","",""
"2023-05-21 14:19:00","0.053","91","2","25","35.0","932.78","6.0","8.0","36.044445","9.0","39.377777","",""
"2023-05-21 14:18:00","0.051","91","2","25","36.0","932.78","6.0","8.0","36.3","9.0","39.666668","",""
"2023-05-21 14:17:00","0.051","91","2","25","37.0","932.82","6.0","8.0","36.555557","9.0","39.955555","",""
"2023-05-21 14:16:00","0.053","92","2","25","37.0","932.85","5.0","7.0","36.81111","8.0","40.244446","",""
"2023-05-21 14:15:00","0.056","94","2","25","36.0","932.86","4.0","6.0","37.072224","8.0","40.538887","",""
